i,similitud,distancia,texto_origen,texto_destino,texto_origen_n,texto_destino_n
522,parecido,5,"Artículo 93.- Los Comandantes en Jefe del Ejército, de la Armada y de la Fuerza Aérea, y el General Director de Carabineros serán designados por el Presidente de la República de entre los cinco oficiales generales de mayor antigüedad, que reúnan las calidades que los respectivos estatutos institucionales exijan para tales cargos; duraran cuatro años en sus funciones, no podrán ser nombrados para un nuevo período y gozaran de inamovilidad en su cargo.","Artículo 104.- Los Comandantes en Jefe del Ejército, de la Armada y de la Fuerza Aérea, y el General Director de Carabineros serán designados por el Presidente de la República de entre los cinco oficiales generales de mayor antigüedad, que reúnan las calidades que los respectivos estatutos institucionales exijan para tales cargos; durarán cuatro años en sus funciones, no podrán ser nombrados para un nuevo período y gozarán de inamovilidad en su cargo.",454,455
523,no_hay_parecido,131,"En casos calificados, el Presidente de la República con acuerdo del Consejo de Seguridad Nacional, podrá llamar a retiro a los Comandantes en Jefe del Ejército, de la Armada, de la Fuerza Aérea o al General Director de Carabineros, en su caso.","El Presidente de la República, mediante decreto fundado e informando previamente a la Cámara de Diputados y al Senado, podrá llamar a retiro a los Comandantes en Jefe del Ejército, de la Armada y de la Fuerza Aérea y al General Director de Carabineros, en su caso, antes de completar su respectivo período.",243,306
524,no_hay_parecido,117,"Artículo 94.- Los nombramientos, ascensos y retiros de los oficiales de las Fuerzas Armadas y Carabineros, se efectuaran por decreto supremo, en conformidad a la ley y a los reglamentos de cada institución.","El ingreso, los nombramientos, ascensos y retiros en Investigaciones se efectuarán en conformidad a su ley orgánica.",206,116
525,casi_completa,1,"El ingreso, los nombramientos, ascensos y retiros en Investigaciones se efectuaran en conformidad a su ley orgánica.","El ingreso, los nombramientos, ascensos y retiros en Investigaciones se efectuarán en conformidad a su ley orgánica.",116,116
526,no_hay_parecido,13,Capítulo XI: CONSEJO DE SEGURIDAD NACIONAL,CONSEJO DE SEGURIDAD NACIONAL,42,29
527,no_hay_parecido,145,"Artículo 95.- Habrá un Consejo de Seguridad Nacional, presidido por el Presidente de la República e integrado por los presidentes del Senado y de la Corte Suprema, por los Comandantes en Jefe de las Fuerzas Armadas, y por el General Director de Carabineros.",Artículo 107.- El Consejo de Seguridad Nacional se reunirá cuando sea convocado por el Presidente de la República y requerirá como quórum para sesionar el de la mayoría absoluta de sus integrantes.,257,197
528,no_hay_parecido,181,"Participaran también como miembros del Consejo, con derecho a voz, los ministros encargados del gobierno interior, de las relaciones exteriores, de la defensa nacional y de la economía y finanzas del país. Actuara como Secretario el Jefe del Estado Mayor de la Defensa Nacional.","9) Aprobar, en sesión especialmente convocada al efecto y con el voto conforme de los dos tercios de los senadores en ejercicio, la designación de los ministros y fiscales judiciales de la Corte Suprema y del Fiscal Nacional, y",278,227
529,no_hay_parecido,200,El Consejo de Seguridad Nacional podrá ser convocado por el Presidente de la República o a solicitud de dos de sus miembros y requerirá como quórum para sesionar el de la mayoría absoluta de sus integrantes. Para los efectos de la convocatoria al Consejo y del quórum para sesionar sólo se considerara a sus integrantes con derecho a voto.,Artículo 107.- El Consejo de Seguridad Nacional se reunirá cuando sea convocado por el Presidente de la República y requerirá como quórum para sesionar el de la mayoría absoluta de sus integrantes.,339,197
530,no_hay_parecido,34,Artículo 96.- Serán funciones del Consejo de Seguridad Nacional:,Artículo 54.- Son atribuciones del Congreso:,64,44
531,no_hay_parecido,83,a) Asesorar al Presidente de la República en cualquier materia vinculada a la seguridad nacional en que éste lo solicite;,"4) Otorgar la rehabilitación de la ciudadanía en el caso del artículo 17, número 3° de esta Constitución;",121,105
532,no_hay_parecido,170,"b) Representar, a cualquiera autoridad establecida por la Constitución, su opinión frente a algún hecho, acto o materia, que a su juicio atente gravemente en contra de las bases de la institucionalidad o pueda comprometer la seguridad nacional;",c) Tres elegidos por la Corte Suprema en una votación secreta que se celebrará en sesión especialmente convocada para tal efecto.,244,129
533,no_hay_parecido,62,"c) Informar, previamente, respecto de las materias a que se refiere el número 14 del artículo 60;",11º.- Informar al Senado en los casos a que se refiere el artículo 53 número 7) de esta Constitución;,97,101
534,no_hay_parecido,190,"d) Recabar de las autoridades y funcionarios de la administración todos los antecedentes relacionados con la seguridad exterior e interior del Estado. En tal caso, el requerido estará obligado a proporcionarlos y su negativa será sancionada en la forma que establezca la ley, y","Artículo 118.- La administración local de cada comuna o agrupación de comunas que determine la ley reside en una municipalidad, la que estará constituida por el alcalde, que es su máxima autoridad, y por el concejo.",277,215
535,no_hay_parecido,48,e) Ejercer las demás atribuciones que esta Constitución le encomienda.,Artículo 54.- Son atribuciones del Congreso:,70,44
536,no_hay_parecido,96,"Los acuerdos u opiniones a que se refiere la letra b) serán públicos o reservados, según lo determine para cada caso particular el Consejo.","Las actas del Consejo serán públicas, a menos que la mayoría de sus miembros determine lo contrario.",139,100
537,no_hay_parecido,30,Un reglamento dictado por el propio Consejo establecerá las demás disposiciones concernientes a su organización y funcionamiento.,"Un reglamento dictado por el propio Consejo establecerá las demás disposiciones concernientes a su organización, funcionamiento y publicidad de sus debates.",129,156
538,no_hay_parecido,14,Capítulo XII: BANCO CENTRAL,BANCO CENTRAL,27,13
539,parecido,3,"Artículo 97.- Existirá un organismo autónomo, con patrimonio propio, de carácter técnico, denominado Banco Central, cuya composición, organización, funciones y atribuciones determinará una ley orgánica constitucional.","Artículo 108.- Existirá un organismo autónomo, con patrimonio propio, de carácter técnico, denominado Banco Central, cuya composición, organización, funciones y atribuciones determinará una ley orgánica constitucional.",217,218
540,parecido,3,"Artículo 98.- El Banco Central sólo podrá efectuar operaciones con instituciones financieras, sean públicas o privadas. De manera alguna podrá otorgar a ellas su garantía, ni adquirir documentos emitidos por el Estado, sus organismos o empresas.","Artículo 109.- El Banco Central sólo podrá efectuar operaciones con instituciones financieras, sean públicas o privadas. De manera alguna podrá otorgar a ellas su garantía, ni adquirir documentos emitidos por el Estado, sus organismos o empresas.",245,246
541,completa,0,Ningún gasto público o préstamo podrá financiarse con créditos directos o indirectos del Banco Central.,Ningún gasto público o préstamo podrá financiarse con créditos directos o indirectos del Banco Central.,103,103
542,casi_completa,1,"Con todo, en caso de guerra exterior o de peligro de ella, que calificara el Consejo de Seguridad Nacional, el Banco Central podrá obtener, otorgar o financiar créditos al Estado y entidades públicas o privadas.","Con todo, en caso de guerra exterior o de peligro de ella, que calificará el Consejo de Seguridad Nacional, el Banco Central podrá obtener, otorgar o financiar créditos al Estado y entidades públicas o privadas.",211,211
543,completa,0,"El Banco Central no podrá adoptar ningún acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza.","El Banco Central no podrá adoptar ningún acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza.",257,257
544,no_hay_parecido,15,Capítulo XIII: GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,60,45
545,parecido,4,"Artículo 99.- Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y estas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas.","Artículo 110.- Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y éstas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas.",228,229
546,no_hay_parecido,137,"La modificación de los límites de las regiones y la creación, modificación y supresión de las provincias y comunas, serán materia de ley, como asimismo, la fijación de las capitales de las regiones y provincias; todo ello a proposición del Presidente de la República.","La creación, supresión y denominación de regiones, provincias y comunas; la modificación de sus límites, así como la fijación de las capitales de las regiones y provincias, serán materia de ley orgánica constitucional.",267,218
