i,similitud,distancia,texto_origen,texto_destino,texto_origen_n,texto_destino_n
616,casi_completa,1,"Con todo, en caso de guerra exterior o de peligro de ella, que calificará el Consejo de Seguridad Nacional, el Banco Central podrá obtener, otorgar o financiar créditos al Estado y entidades públicas o privadas.","Con todo, en caso de guerra exterior o de peligro de ella, que calificara el Consejo de Seguridad Nacional, el Banco Central podrá obtener, otorgar o financiar créditos al Estado y entidades públicas o privadas.",211,211
617,completa,0,"El Banco Central no podrá adoptar ningún acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza.","El Banco Central no podrá adoptar ningún acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza.",257,257
618,no_hay_parecido,11,Capítulo XIV,Capítulo IV: GOBIERNO,12,21
619,no_hay_parecido,15,GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,Capítulo XIII: GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,45,60
620,parecido,4,"Artículo 110.- Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y éstas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas.","Artículo 99.- Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y estas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas.",229,228
621,no_hay_parecido,137,"La creación, supresión y denominación de regiones, provincias y comunas; la modificación de sus límites, así como la fijación de las capitales de las regiones y provincias, serán materia de ley orgánica constitucional.","La modificación de los límites de las regiones y la creación, modificación y supresión de las provincias y comunas, serán materia de ley, como asimismo, la fijación de las capitales de las regiones y provincias; todo ello a proposición del Presidente de la República.",218,267
622,completa,0,Gobierno y Administración Regional,Gobierno y Administración Regional,34,34
623,no_hay_parecido,108,"Artículo 111.- La administración superior de cada región reside en un gobierno regional, que tendrá por objeto el desarrollo social, cultural y económico de la región.",Artículo 111.- La Ley de Presupuestos de la Nación podrá solventar los gastos de funcionamiento de las municipalidades.,167,119
624,no_hay_parecido,149,"El gobierno regional estará constituido por un gobernador regional y el consejo regional. Para el ejercicio de sus funciones, el gobierno regional gozará de personalidad jurídica de derecho público y tendrá patrimonio propio.","El Presidente de la República durará en el ejercicio de sus funciones por el término de ocho años, y no podrá ser reelegido para el período siguiente.",225,150
625,no_hay_parecido,310,"El gobernador regional será el órgano ejecutivo del gobierno regional, correspondiéndole presidir el consejo y ejercer las funciones y atribuciones que la ley orgánica constitucional determine, en coordinación con los demás órganos y servicios públicos creados para el cumplimiento de la función administrativa. Asimismo, le corresponderá la coordinación, supervigilancia o fiscalización de los servicios públicos que dependan o se relacionen con el gobierno regional.","Artículo 103.- La ley contemplara, con las excepciones que procedan, la desconcentración regional de los Ministerios y de los servicios públicos y los procedimientos que permitan asegurar su debida coordinación y faciliten el ejercicio de las facultades de las autoridades regionales.",468,284
626,no_hay_parecido,352,"El gobernador regional será elegido por sufragio universal en votación directa. Será electo el candidato a gobernador regional que obtuviere la mayoría de los sufragios válidamente emitidos y siempre que dicha mayoría sea equivalente, al menos, al cuarenta por ciento de los votos válidamente emitidos, en conformidad a lo que disponga la ley orgánica constitucional respectiva. Durará en el ejercicio de sus funciones por el término de cuatro años, pudiendo ser reelegido consecutivamente sólo para el período siguiente.","Artículo 26.- El Presidente será elegido en votación directa y por mayoría absoluta de los sufragios válidamente emitidos. La elección se realizará, en la forma que determine la ley, noventa días antes de aquel en que deba cesar en el cargo el que esté en funciones.",521,266
627,no_hay_parecido,262,"Si a la elección del gobernador regional se presentaren más de dos candidatos y ninguno de ellos obtuviere al menos cuarenta por ciento de los sufragios válidamente emitidos, se procederá a una segunda votación que se circunscribirá a los candidatos que hayan obtenido las dos más altas mayorías relativas y en ella resultará electo aquel de los candidatos que obtenga el mayor número de sufragios. Esta nueva votación se verificará en la forma que determine la ley.","Si la elección de Presidente se presentaren más de dos candidatos y ninguno de ellos obtuviere más de la mitad de los sufragios válidamente emitidos, se procederá a una nueva elección que se verificará, en la forma que determine la ley, quince días después de que el Tribunal Calificador, dentro del plazo señalado en el artículo siguiente, haga la la correspondiente declaración. Esta elección se circunscribirá a los dos candidatos que hubieren obtenido las más altas mayorías relativas.",466,489
628,no_hay_parecido,89,"Para los efectos de lo dispuesto en los dos incisos precedentes, los votos en blanco y los nulos se considerarán como no emitidos.",4º.- Convocar a plebiscito en los casos del artículo 117 y del inciso final del artículo 118;,130,93
629,no_hay_parecido,138,"La ley orgánica constitucional respectiva establecerá las causales de inhabilidad, incompatibilidad, subrogación, cesación y vacancia del cargo de gobernador regional, sin perjuicio de lo dispuesto en los artículos 124 y 125.",Una ley orgánica constitucional determinará las atribuciones de las municipalidades y los plazos de duración en el cargo de los alcaldes.,225,137
630,no_hay_parecido,17,Artículo 112.- Derogado,Capítulo IV: GOBIERNO,23,21
631,no_hay_parecido,190,"Artículo 113. El consejo regional será un órgano de carácter normativo, resolutivo y fiscalizador, dentro del ámbito propio de competencia del gobierno regional, encargado de hacer efectiva la participación de la ciudadanía regional y ejercer las atribuciones que la ley orgánica constitucional respectiva le encomiende.","Artículo 102.- El consejo regional tiene por objeto asesorar al intendente y contribuir a hacer efectiva la participación de la comunidad en el progreso económico, social y cultural de la región.",320,195
632,no_hay_parecido,321,"El consejo regional estará integrado por consejeros elegidos por sufragio universal en votación directa, de conformidad con la ley orgánica constitucional respectiva. Durarán cuatro años en sus cargos y podrán ser reelegidos. La misma ley establecerá la organización del consejo regional, determinará el número de consejeros que lo integrarán y su forma de reemplazo, cuidando siempre que tanto la población como el territorio de la región estén equitativamente representados.","Los senadores elegidos por votación directa duraran ocho años en su cargo y se renovaran alternadamente cada cuatro años, correspondiendo hacerlo en un período a los representantes de las regiones de número impar y en el siguiente a los de las regiones de número par y la región metropolitana.",476,293
633,no_hay_parecido,242,"El consejo regional podrá fiscalizar los actos del gobierno regional. Para ejercer esta atribución el consejo regional, con el voto conforme de un tercio de los consejeros regionales presentes, podrá adoptar acuerdos o sugerir observaciones que se transmitirán por escrito al gobernador regional, quien deberá dar respuesta fundada dentro de treinta días.","La declaración de estado de sitio sólo podrá hacerse hasta por un plazo máximo de noventa días, pero el Presidente de la República podrá solicitar su prórroga, la que se tramitara en conformidad a las normas precedentes.",355,220
634,no_hay_parecido,92,Las demás atribuciones fiscalizadoras del consejo regional y su ejercicio serán determinadas por la ley orgánica constitucional respectiva.,La duración de las inhabilidades contempladas en este artículo se elevará al doble en caso de reincidencia.,139,107
635,no_hay_parecido,166,"Sin perjuicio de lo anterior, cualquier consejero regional podrá requerir del gobernador regional o delegado presidencial regional la información necesaria al efecto, quienes deberán contestar fundadamente dentro del plazo señalado en el inciso tercero.","Las personas sancionadas en virtud de este precepto, no podrán ser objeto de rehabilitación durante el plazo señalado en el inciso cuarto.",253,138
